TICKER,NAME,SECTOR,average Volume (10 Day),market cap,BETA,
ORLY,O'Reilly Automotive Inc,Auto/Travel/Shipping,"5,193,270",$79B (Large),0.62,NASDAQ
CSGP,CoStar Group Inc,Real Estate,"5,201,240",$25B (Mid),0.83,NASDAQ
CRM,Salesforce Inc,Technology,"5,201,560",$244B (Large),1.27,NYS
VLN,Valens Semiconductor Ltd,Technology,"5,205,910",$254M (Micro),0.3,NYS
AR,Antero Resources Corp,Energy/Utilities,"5,240,310",$10B (Mid),0.55,NYS
AI,C3.ai Inc,Technology,"5,242,420",$2B (Micro),1.98,NYS
VFC,VF Corp,Food/Beverages/Shopping,"5,274,990",$8B (Mid),1.68,NYS
ARRY,Array Technologies Inc,Technology,"5,298,700",$1B (Micro),1.67,NASDAQ
CRMD,CorMedix Inc,Healthcare,"5,302,870",$601M (Micro),1.37,NASDAQ
LYB,LyondellBasell Industries NV,Gold/Precious Metals/Materials,"5,313,780",$16B (Mid),0.71,NYS
DVAX,Dynavax Technologies Corp,Healthcare,"5,329,310",$2B (Micro),0.97,NASDAQ
D,Dominion Energy Inc,Energy/Utilities,"5,372,320",$50B (Large),0.7,NYS
HTZ,Hertz Global Holdings Inc,Food/Beverages/Shopping,"5,396,950",$2B (Micro),2.14,NASDAQ
NEOG,Neogen Corp,Healthcare,"5,405,640",$2B (Micro),1.99,NASDAQ
WEN,Wendy's Co,Food/Beverages/Shopping,"5,408,370",$2B (Micro),0.38,NASDAQ
M,Macy's Inc,Consumer Products,"5,455,410",$6B (Small),1.53,NYS
IBN,ICICI Bank Ltd,Finance,"5,456,340",$110B (Large),0.4,NYS
AEO,American Eagle Outfitters Inc,Consumer Products,"5,464,140",$5B (Small),1.4,NYS
VST,Vistra Corp,Energy/Utilities,"5,465,640",$56B (Large),1.42,NYS
CRDO,Credo Technology Group Holding Ltd,Technology,"5,510,310",$27B (Mid),2.65,NASDAQ
DDD,3D Systems Corp,Consumer Products,"5,514,800",$340M (Micro),2.39,NYS
PSEC,Prospect Capital Corp,Finance,"5,525,890",$1B (Micro),0.89,NASDAQ
MPW,Medical Properties Trust Inc,Real Estate,"5,590,170",$3B (Small),1.47,NYS
AMAT,Applied Materials Inc,Technology,"5,591,500",$239B (Large),1.7,NASDAQ
MDT,Medtronic PLC,Healthcare,"5,601,840",$125B (Large),0.72,NYS
CL,Colgate-Palmolive Co,Consumer Products,"5,627,930",$66B (Large),0.28,NYS
GME,GameStop Corp,Entertainment,"5,628,890",$10B (Mid),2.02,NYS
DAL,Delta Air Lines Inc,Auto/Travel/Shipping,"5,664,530",$47B (Large),1.37,NYS
JCI,Johnson Controls International PLC,Manufacturing/Construction,"5,702,100",$68B (Large),1.43,NYS
HUMA,Humacyte Inc,Healthcare,"5,723,470",$226M (Micro),1.94,NASDAQ
AMPX,Amprius Technologies Inc,Auto/Travel/Shipping,"5,767,220",$1B (Micro),3.06,NYS
STM,STMicroelectronics NV,Technology,"5,775,750",$26B (Mid),1.59,NYS
SLDP,Solid Power Inc,Energy/Utilities,"5,815,130",$1B (Micro),1.91,NASDAQ
RARE,Ultragenyx Pharmaceutical Inc,Healthcare,"5,830,030",$2B (Small),0.16,NASDAQ
UNH,UnitedHealth Group Inc,Healthcare,"5,833,570",$312B (Large),0.42,NYS
GT,Goodyear Tire & Rubber Co,Auto/Travel/Shipping,"5,836,500",$3B (Small),1.18,NASDAQ
ROIV,Roivant Sciences Ltd,Healthcare,"5,850,690",$15B (Mid),1.23,NASDAQ
JNJ,Johnson & Johnson,Healthcare,"5,885,550",$492B (Large),0.34,NYS
ENVX,Enovix Corp,Technology,"5,890,680",$2B (Micro),2.13,NASDAQ
ABBV,AbbVie Inc,Healthcare,"5,913,750",$389B (Large),0.34,NYS
CVS,CVS Health Corp,Healthcare,"5,943,420",$102B (Large),0.49,NYS
HST,Host Hotels & Resorts Inc,Real Estate,"5,955,130",$13B (Mid),1.18,NASDAQ
WMB,Williams Companies Inc,Energy/Utilities,"5,967,460",$74B (Large),0.67,NYS
NWL,Newell Brands Inc,Consumer Products,"5,968,460",$2B (Micro),0.93,NASDAQ
CNC,Centene Corp,Healthcare,"5,984,200",$23B (Mid),0.49,NYS
RUN,Sunrun Inc,Energy/Utilities,"6,008,490",$4B (Small),2.36,NASDAQ
RZLT,Rezolute Inc,Healthcare,"6,010,990",$244M (Micro),0.47,NASDAQ
PAAS,Pan American Silver Corp,Gold/Precious Metals/Materials,"6,032,860",$23B (Mid),0.66,NYS
QSI,Quantum-Si Inc,Healthcare,"6,038,310",$263M (Micro),3.04,NASDAQ
DELL,Dell Technologies Inc,Technology,"6,041,820",$80B (Large),1.02,NYS
BBWI,Bath & Body Works Inc,Consumer Products,"6,064,800",$5B (Small),1.54,NYS
POET,POET Technologies Inc,Technology,"6,074,750",$974M (Micro),0.39,NASDAQ
CRGY,Crescent Energy Co,Energy/Utilities,"6,111,810",$3B (Small),1.2,NYS
COLD,Americold Realty Trust Inc,Real Estate,"6,115,200",$4B (Small),0.92,NYS
S,SentinelOne Inc,Technology,"6,137,260",$5B (Small),0.77,NYS
RVMD,Revolution Medicines Inc,Healthcare,"6,140,340",$23B (Mid),1.03,NASDAQ
SATL,Satellogic Inc,Technology,"6,158,650",$408M (Micro),1.4,NASDAQ
IAG,IAMGOLD Corp,Gold/Precious Metals/Materials,"6,184,450",$10B (Mid),1.36,NYS
MOS,Mosaic Co,Gold/Precious Metals/Materials,"6,186,640",$8B (Mid),0.98,NYS
KR,Kroger Co,Food/Beverages/Shopping,"6,190,070",$38B (Mid),0.61,NYS
TXN,Texas Instruments Inc,Technology,"6,201,110",$173B (Large),1,NASDAQ
SES,SES AI Corp,Gold/Precious Metals/Materials,"6,227,270",$778M (Micro),0.58,NYS
FITB,Fifth Third Bancorp,Finance,"6,227,640",$33B (Mid),1,NASDAQ
O,Realty Income Corp,Real Estate,"6,239,740",$54B (Large),0.8,NYS
WU,Western Union Co,Finance,"6,244,060",$3B (Small),0.55,NYS
AGL,agilon health inc,Healthcare,"6,285,440",$411M (Micro),0.09,NYS
FISV,Fiserv Inc,Finance,"6,337,880",$38B (Mid),0.78,NASDAQ
PSKY,Paramount Skydance Corp,Entertainment,"6,357,120",$13B (Mid),1.25,NASDAQ
PRMB,Primo Brands Corp,Food/Beverages/Shopping,"6,379,910",$7B (Small),0.63,NYS
GERN,Geron Corp,Healthcare,"6,420,280",$855M (Micro),0.62,NASDAQ
DX,Dynex Capital Inc,Finance,"6,429,410",$2B (Micro),0.97,NYS
ANET,Arista Networks Inc,Technology,"6,429,850",$155B (Large),1.42,NYS
APH,Amphenol Corp,Technology,"6,457,110",$172B (Large),1.2,NYS
SCHW,Charles Schwab Corp,Finance,"6,465,480",$178B (Large),0.93,NYS
RVPH,Reviva Pharmaceuticals Holdings Inc,Healthcare,"6,478,300",$40M (Micro),0.07,NASDAQ
WY,Weyerhaeuser Co,Real Estate,"6,491,900",$19B (Mid),1.03,NYS
ALT,Altimmune Inc,Healthcare,"6,533,490",$419M (Micro),0.08,NASDAQ
BKR,Baker Hughes Co,Energy/Utilities,"6,554,900",$49B (Large),0.88,NASDAQ
HDB,HDFC Bank Ltd,Finance,"6,575,640",$170B (Large),0.56,NYS
TFC,Truist Financial Corp,Finance,"6,648,680",$65B (Large),0.88,NYS
BSX,Boston Scientific Corp,Healthcare,"6,653,460",$145B (Large),0.67,NYS
AQST,Aquestive Therapeutics Inc,Healthcare,"6,657,380",$477M (Micro),1.63,NASDAQ
CCC,CCC Intelligent Solutions Holdings Inc,Technology,"6,671,760",$5B (Small),0.67,NASDAQ
FAST,Fastenal Co,Manufacturing/Construction,"6,673,480",$48B (Large),0.89,NASDAQ
AES,AES Corp,Energy/Utilities,"6,687,010",$10B (Mid),0.98,NYS
ABAT,American Battery Technology Co,Gold/Precious Metals/Materials,"6,709,520",$624M (Micro),0.77,NASDAQ
NEE,Nextera Energy Inc,Energy/Utilities,"6,741,130",$166B (Large),0.74,NYS
ASX,ASE Technology Holding Co Ltd,Technology,"6,797,720",$38B (Mid),1.5,NYS
COTY,Coty Inc,Food/Beverages/Shopping,"6,802,230",$3B (Small),0.95,NYS
CHWY,Chewy Inc,Food/Beverages/Shopping,"6,819,090",$13B (Mid),1.59,NYS
TGB,Taseko Mines Ltd,Gold/Precious Metals/Materials,"6,847,710",$2B (Small),1.25,NYS
QCOM,Qualcomm Inc,Technology,"6,894,020",$190B (Large),1.22,NASDAQ
TOST,Toast Inc,Technology,"6,905,910",$21B (Mid),1.94,NYS
NAK,Northern Dynasty Minerals Ltd,Gold/Precious Metals/Materials,"6,906,520",$1B (Micro),0.09,NYS
TGT,Target Corp,Food/Beverages/Shopping,"6,938,870",$48B (Large),1.14,NYS
KGC,Kinross Gold Corp,Gold/Precious Metals/Materials,"6,959,340",$38B (Mid),0.74,NYS
TMC,TMC the metals company Inc,Gold/Precious Metals/Materials,"7,066,640",$3B (Small),1.86,NASDAQ
CPRT,Copart Inc,Auto/Travel/Shipping,"7,097,940",$39B (Mid),1.08,NASDAQ
BA,Boeing Co,Auto/Travel/Shipping,"7,100,570",$184B (Large),1.15,NYS
PEP,PepsiCo Inc,Food/Beverages/Shopping,"7,113,170",$191B (Large),0.4,NASDAQ
FFAI,Faraday Future Intelligent Electric Inc,Auto/Travel/Shipping,"7,170,280",$185M (Micro),5.22,NASDAQ
GM,General Motors Co,Auto/Travel/Shipping,"7,195,450",$77B (Large),1.36,NYS
ARDX,Ardelyx Inc,Healthcare,"7,254,400",$2B (Micro),0.58,NASDAQ
ORC,Orchid Island Capital Inc,Real Estate,"7,257,300",$1B (Micro),1.69,NYS
TSCO,Tractor Supply Co,Manufacturing/Construction,"7,313,230",$27B (Mid),0.74,NASDAQ
PACB,Pacific Biosciences of California Inc,Healthcare,"7,391,350",$586M (Micro),2.27,NASDAQ
LCID,Lucid Group Inc,Auto/Travel/Shipping,"7,424,190",$4B (Small),1.17,NASDAQ
AA,Alcoa Corp,Manufacturing/Construction,"7,430,940",$16B (Mid),1.91,NYS
TLRY,Tilray Brands Inc,Healthcare,"7,460,150",$1B (Micro),2.03,NASDAQ
NOW,ServiceNow Inc,Technology,"7,462,170",$148B (Large),0.97,NYS
SBSW,Sibanye Stillwater Ltd,Gold/Precious Metals/Materials,"7,485,680",$11B (Mid),0.66,NYS
CTRA,Coterra Energy Inc,Energy/Utilities,"7,510,830",$19B (Mid),0.37,NYS
EQX,Equinox Gold Corp,Gold/Precious Metals/Materials,"7,512,780",$11B (Mid),1.24,NYS
HLN,Haleon PLC,Healthcare,"7,569,970",$44B (Large),0.19,NYS
USB,US Bancorp,Finance,"7,570,370",$86B (Large),1.08,NYS
LUV,Southwest Airlines Co,Auto/Travel/Shipping,"7,594,950",$23B (Mid),1.15,NYS
COP,ConocoPhillips,Energy/Utilities,"7,621,090",$120B (Large),0.33,NYS
NEM,Newmont Corporation,Gold/Precious Metals/Materials,"7,648,290",$119B (Large),0.42,NYS
MP,MP Materials Corp,Gold/Precious Metals/Materials,"7,654,900",$11B (Mid),1.62,NYS
INVZ,Innoviz Technologies Ltd,Technology,"7,666,840",$253M (Micro),1.36,NASDAQ
BDN,Brandywine Realty Trust,Real Estate,"7,690,190",$525M (Micro),1.28,NYS
APLT,Applied Therapeutics Inc,Healthcare,"7,747,440",$15M (Micro),2.09,NASDAQ
GP,GreenPower Motor Company Inc,Auto/Travel/Shipping,"7,770,520",$4M (Micro),1.91,NASDAQ
BB,BlackBerry Ltd,Technology,"7,770,980",$2B (Small),1.63,NYS
DVN,Devon Energy Corp,Energy/Utilities,"7,776,580",$22B (Mid),0.66,NYS
SBUX,Starbucks Corp,Food/Beverages/Shopping,"7,809,310",$101B (Large),0.95,NASDAQ
COIN,Coinbase Global Inc,Finance,"7,823,720",$65B (Large),3.71,NASDAQ
ELME,Elme Communities,Real Estate,"7,861,930",$260M (Micro),0.76,NYS
NUAI,New Era Energy & Digital Inc,Energy/Utilities,"7,964,320",$191M (Micro),1.28,NASDAQ
OSCR,Oscar Health Inc,Healthcare,"7,966,440",$5B (Small),1.91,NYS
KDP,Keurig Dr Pepper Inc,Food/Beverages/Shopping,"8,006,630",$38B (Mid),0.35,NASDAQ
VTRS,Viatris Inc,Healthcare,"8,010,780",$15B (Mid),0.78,NASDAQ
JPM,JPMorgan Chase & Co,Finance,"8,050,430",$905B (Large),1.07,NYS
MCHP,Microchip Technology Inc,Technology,"8,051,230",$41B (Mid),1.46,NASDAQ
INVH,Invitation Homes Inc,Real Estate,"8,086,550",$16B (Mid),0.83,NYS
ARBE,Arbe Robotics Ltd,Technology,"8,168,150",$148M (Micro),0.54,NASDAQ
DIS,Walt Disney Co,Entertainment,"8,222,000",$207B (Large),1.43,NYS
ON,ON Semiconductor Corp,Technology,"8,265,310",$25B (Mid),1.56,NASDAQ
INFY,Infosys Ltd,Technology,"8,278,300",$72B (Large),0.96,NYS
PTON,Peloton Interactive Inc,Sports/Fitness,"8,287,260",$3B (Small),2.42,NASDAQ
XPEV,Xpeng Inc,Auto/Travel/Shipping,"8,316,380",$19B (Mid),1.16,NYS
BAX,Baxter International Inc,Healthcare,"8,345,800",$11B (Mid),0.59,NYS
RITM,Rithm Capital Corp,Finance,"8,383,380",$6B (Small),1.22,NYS
AVTR,Avantor Inc,Healthcare,"8,446,900",$8B (Mid),0.95,NYS
EQT,EQT Corp,Energy/Utilities,"8,454,240",$32B (Mid),0.73,NYS
UEC,Uranium Energy Corp,Energy/Utilities,"8,530,180",$7B (Small),1.23,NYS
RBLX,Roblox Corp,Entertainment,"8,590,250",$51B (Large),1.63,NYS
WDC,Western Digital Corp,Technology,"8,672,670",$69B (Large),1.8,NASDAQ
GAP,Gap Inc,Consumer Products,"8,677,700",$11B (Mid),2.3,NYS
LYFT,Lyft Inc,Auto/Travel/Shipping,"8,731,540",$8B (Mid),1.94,NASDAQ
DKNG,Draftkings Inc,Sports/Fitness,"8,786,400",$18B (Mid),1.67,NASDAQ
DOC,Healthpeak Properties Inc,Real Estate,"8,815,990",$12B (Mid),1.1,NYS
TEVA,Teva Pharmaceutical Industries Ltd,Healthcare,"8,830,530",$37B (Mid),0.7,NYS
ERIC,Telefonaktiebolaget LM Ericsson,Technology,"8,834,480",$29B (Mid),0.96,NASDAQ
PG,Procter & Gamble Co,Food/Beverages/Shopping,"8,853,320",$332B (Large),0.37,NYS
ERAS,Erasca Inc,Healthcare,"8,873,930",$2B (Micro),1.21,NASDAQ
LUMN,Lumen Technologies Inc,Communication Services,"9,009,980",$8B (Mid),1.53,NYS
NFE,New Fortress Energy Inc,Energy/Utilities,"9,033,580",$336M (Micro),1,NASDAQ
VTYX,Ventyx Biosciences Inc,Healthcare,"9,080,040",$991M (Micro),1.28,NASDAQ
BP,BP PLC,Energy/Utilities,"9,180,580",$89B (Large),0.32,NYS
JD,JD.com Inc,Food/Beverages/Shopping,"9,513,710",$47B (Large),0.42,NASDAQ
YMM,Full Truck Alliance Co Ltd,Auto/Travel/Shipping,"9,540,560",$11B (Mid),0.22,NYS
QXO,QXO Inc,Auto/Travel/Shipping,"9,605,920",$17B (Mid),2.54,NYS
UMC,United Microelectronics Corp,Technology,"9,674,930",$22B (Mid),1.05,NYS
IQ,iQIYI Inc,Entertainment,"9,716,220",$2B (Micro),0.08,NASDAQ
SOC,Sable Offshore Corp,Energy/Utilities,"9,717,400",$1B (Micro),0.41,NYS
PR,Permian Resources Corp,Energy/Utilities,"9,736,320",$12B (Mid),0.75,NYS
MRNA,Moderna Inc,Healthcare,"9,780,230",$13B (Mid),1.32,NASDAQ
AXTI,AXT Inc,Technology,"9,793,220",$1B (Micro),1.98,NASDAQ
DOW,Dow Inc,Gold/Precious Metals/Materials,"9,824,110",$19B (Mid),0.78,NYS
NLY,Annaly Capital Management Inc,Finance,"9,881,960",$16B (Mid),1.3,NYS
MO,Altria Group Inc,Food/Beverages/Shopping,"9,891,260",$97B (Large),0.5,NYS
ORBS,Eightco Holdings Inc,Technology,"9,894,850",$332M (Micro),2.93,NASDAQ
DJT,Trump Media & Technology Group Corp,Entertainment,"10,015,980",$4B (Small),4.62,NASDAQ
CNQ,Canadian Natural Resources Ltd,Energy/Utilities,"10,065,120",$67B (Large),0.69,NYS
GGB,Gerdau SA,Gold/Precious Metals/Materials,"10,068,220",$5B (Small),1.43,NYS
CFLT,Confluent Inc,Technology,"10,098,720",$11B (Mid),0.95,NASDAQ
MDLZ,Mondelez International Inc,Food/Beverages/Shopping,"10,131,630",$71B (Large),0.39,NASDAQ
WFC,Wells Fargo & Co,Finance,"10,134,400",$301B (Large),1.09,NYS
TTD,Trade Desk Inc,Technology,"10,161,730",$18B (Mid),1.1,NASDAQ
ZETA,Zeta Global Holdings Corp,Technology,"10,515,040",$6B (Small),1.28,NYS
CNH,CNH Industrial NV,Manufacturing/Construction,"10,592,010",$13B (Mid),1.31,NYS
META,Meta Platforms Inc,Technology,"10,618,570",$2T (Large),1.27,NASDAQ
PL,Planet Labs PBC,Technology,"10,643,720",$7B (Small),1.95,NYS
RF,Regions Financial Corp,Finance,"10,783,740",$25B (Mid),1.05,NYS
FUBO,FuboTV Inc,Entertainment,"10,795,420",$3B (Small),2.06,NYS
PINS,Pinterest Inc,Entertainment,"10,819,340",$18B (Mid),0.92,NYS
VICI,VICI Properties Inc,Real Estate,"10,851,190",$30B (Mid),0.72,NYS
IOVA,Iovance Biotherapeutics Inc,Healthcare,"10,962,680",$973M (Micro),0.76,NASDAQ
C,Citigroup Inc,Finance,"11,158,570",$217B (Large),1.16,NYS
PTEN,Patterson-UTI Energy Inc,Energy/Utilities,"11,198,820",$3B (Small),0.76,NASDAQ
BE,Bloom Energy Corp,Manufacturing/Construction,"11,218,420",$32B (Mid),3.09,NYS
TSM,Taiwan Semiconductor Manufacturing Co Ltd,Technology,"11,219,030",$2T (Large),1.32,NYS
BMY,Bristol-Myers Squibb Co,Healthcare,"11,383,630",$114B (Large),0.3,NYS
OWL,Blue Owl Capital Inc,Finance,"11,422,650",$25B (Mid),1.11,NYS
B,Barrick Mining Corp,Gold/Precious Metals/Materials,"11,532,030",$81B (Large),0.4,NYS
LRCX,Lam Research Corp,Technology,"11,533,010",$274B (Large),1.8,NASDAQ
KMI,Kinder Morgan Inc,Energy/Utilities,"11,546,130",$60B (Large),0.69,NYS
RCAT,Red Cat Holdings Inc,Govt/Defense/Space,"11,583,700",$1B (Micro),1.35,NASDAQ
ACI,Albertsons Companies Inc,Food/Beverages/Shopping,"11,608,530",$9B (Mid),0.47,NYS
MRK,Merck & Co Inc,Healthcare,"11,639,990",$274B (Large),0.29,NYS
BABA,Alibaba Group Holding Ltd,Technology,"11,643,870",$360B (Large),0.38,NYS
OXY,Occidental Petroleum Corp,Energy/Utilities,"11,686,450",$42B (Large),0.41,NYS
IRWD,Ironwood Pharmaceuticals Inc,Healthcare,"11,808,530",$660M (Micro),0.18,NASDAQ
QS,Quantumscape Corp,Auto/Travel/Shipping,"11,936,590",$6B (Small),2.53,NASDAQ
ABTC,American Bitcoin Corp,Finance,"12,055,650",$2B (Micro),3.79,NASDAQ
UUUU,Energy Fuels Inc,Energy/Utilities,"12,072,170",$4B (Small),1.46,NYS
CVX,Chevron Corp,Energy/Utilities,"12,093,870",$326B (Large),0.69,NYS
ALIT,Alight Inc,Technology,"12,244,090",$885M (Micro),1.09,NYS
CSX,CSX Corp,Auto/Travel/Shipping,"12,279,930",$66B (Large),1.29,NASDAQ
LUNR,Intuitive Machines Inc,Govt/Defense/Space,"12,565,850",$3B (Small),1.38,NASDAQ
NCLH,Norwegian Cruise Line Holdings Ltd,Auto/Travel/Shipping,"12,579,070",$11B (Mid),2.07,NYS
CWAN,Clearwater Analytics Holdings Inc,Technology,"12,598,040",$7B (Small),0.66,NYS
KEY,KeyCorp,Finance,"12,758,730",$23B (Mid),1.09,NYS
FOLD,Amicus Therapeutics Inc,Healthcare,"12,904,310",$4B (Small),0.38,NASDAQ
CVE,Cenovus Energy Inc,Energy/Utilities,"12,978,850",$31B (Mid),0.48,NYS
UAMY,United States Antimony Corp,Gold/Precious Metals/Materials,"13,085,470",$1B (Micro),0.12,NYS
CLF,Cleveland-Cliffs Inc,Manufacturing/Construction,"13,331,680",$7B (Small),1.93,NYS
MRVL,Marvell Technology Inc,Technology,"13,354,740",$71B (Large),1.96,NASDAQ
PYPL,PayPal Holdings Inc,Finance,"13,388,390",$54B (Large),1.44,NASDAQ
EOSE,Eos Energy Enterprises Inc,Energy/Utilities,"13,707,120",$5B (Small),2.15,NASDAQ
CMG,Chipotle Mexican Grill Inc,Food/Beverages/Shopping,"13,727,730",$53B (Large),0.99,NYS
OPAD,Offerpad Solutions Inc,Real Estate,"13,796,640",$81M (Micro),2.41,NYS
OKLO,Oklo Inc,Govt/Defense/Space,"13,796,920",$16B (Mid),0.8,NYS
HIMS,Hims & Hers Health Inc,Healthcare,"13,901,410",$7B (Small),2.43,NYS
KHC,Kraft Heinz Co,Food/Beverages/Shopping,"13,921,650",$28B (Mid),0.06,NASDAQ
RIOT,Riot Platforms Inc,Finance,"13,958,930",$6B (Small),3.73,NASDAQ
NGD,New Gold Inc,Gold/Precious Metals/Materials,"14,188,640",$8B (Mid),0.6,NYS
CAN,Canaan Inc,Technology,"14,465,770",$536M (Micro),2.86,NASDAQ
ET,Energy Transfer LP,Energy/Utilities,"14,519,060",$58B (Large),0.67,NYS
KO,Coca-Cola Co,Food/Beverages/Shopping,"14,559,380",$303B (Large),0.36,NYS
HAL,Halliburton Co,Energy/Utilities,"14,561,880",$27B (Mid),0.78,NYS
ITUB,Itau Unibanco Holding SA,Finance,"14,864,040",$41B (Mid),0.61,NYS
PBR,Petroleo Brasileiro SA Petrobras,Energy/Utilities,"15,070,080",$44B (Large),0.53,NYS
AMCR,Amcor PLC,Gold/Precious Metals/Materials,"15,463,230",$20B (Mid),0.67,NYS
PCG,PG&E Corp,Energy/Utilities,"15,665,420",$35B (Mid),0.36,NYS
CCL,Carnival Corp,Auto/Travel/Shipping,"15,702,250",$37B (Mid),2.49,NYS
HPQ,HP Inc,Technology,"15,706,080",$20B (Mid),1.22,NYS
UBER,Uber Technologies Inc,Technology,"15,805,810",$178B (Large),1.21,NYS
JBLU,JetBlue Airways Corp,Auto/Travel/Shipping,"15,811,610",$2B (Micro),1.79,NASDAQ
EXK,Endeavour Silver Corp,Gold/Precious Metals/Materials,"15,824,890",$3B (Small),1.24,NYS
QUBT,Quantum Computing Inc,Technology,"15,855,150",$3B (Small),3.44,NASDAQ
IONQ,IONQ Inc,Technology,"16,090,100",$18B (Mid),2.63,NYS
ORCL,Oracle Corp,Technology,"16,099,200",$570B (Large),1.64,NYS
CSCO,Cisco Systems Inc,Technology,"16,136,210",$292B (Large),0.86,NASDAQ
UWMC,UWM Holdings Corp,Finance,"16,209,770",$9B (Mid),1.9,NYS
CPNG,Coupang Inc,Consumer Products,"16,581,420",$42B (Large),1.2,NYS
WMT,Walmart Inc,Food/Beverages/Shopping,"16,845,350",$913B (Large),0.66,NASDAQ
UAA,Under Armour Inc,Sports/Fitness,"16,859,300",$1B (Micro),1.84,NYS
XOM,Exxon Mobil Corp,Energy/Utilities,"16,889,830",$526B (Large),0.38,NYS
TE,T1 Energy Inc,Energy/Utilities,"16,949,490",$2B (Micro),1.6,NYS
HPE,Hewlett Packard Enterprise Co,Technology,"17,092,530",$30B (Mid),1.34,NYS
DBRG,DigitalBridge Group Inc,Real Estate,"17,126,930",$3B (Small),1.71,NYS
CRML,Critical Metals Corp,Gold/Precious Metals/Materials,"17,990,890",$2B (Micro),1.46,NASDAQ
SLB,Slb NV,Energy/Utilities,"18,112,090",$68B (Large),0.74,NYS
ASTS,AST SpaceMobile Inc,Communication Services,"18,316,850",$35B (Mid),2.7,NASDAQ
