TICKER,NAME,SECTOR,average Volume (10 Day),,market cap,BETA
AJG,Arthur J. Gallagher & Co.,Financials,"1,274,090",NYS,$68B (Large),0.66
ACAD,ACADIA Pharmaceuticals Inc,Healthcare,"1,161,800",NASDAQ,$5B (Small),0.66
NVO,Novo Nordisk A/S,Healthcare,"19,207,140",NYS,$198B (Large),0.67
AMCR,Amcor PLC,Materials,"15,463,230",NYS,$20B (Mid),0.67
ET,Energy Transfer LP,Energy,"14,519,060",NYS,$58B (Large),0.67
CCC,CCC Intelligent Solutions Holdings Inc,Technology,"6,671,760",NASDAQ,$5B (Small),0.67
BSX,Boston Scientific Corp,Healthcare,"6,653,460",NYS,$145B (Large),0.67
WMB,Williams Companies Inc,Energy,"5,967,460",NYS,$74B (Large),0.67
ENB,Enbridge Inc,Energy,"4,260,310",NYS,$100B (Large),0.67
TD,Toronto-Dominion Bank,Financials,"2,813,100",NYS,$158B (Large),0.67
AFL,Aflac Inc,Financials,"1,601,470",NYS,$57B (Large),0.67
QURE,Uniqure NV,Healthcare,"1,574,850",NASDAQ,$2B (Micro),0.67
PSN,Parsons Corp,Industrials,"1,180,530",NYS,$7B (Small),0.67
ABEV,Ambev SA,Consumer Staples,"25,236,650",NYS,$40B (Mid),0.68
IBM,International Business Machines Corp,Technology,"3,468,870",NYS,$284B (Large),0.68
SHCO,Soho House & Co Inc,Consumer Discretionary,"2,786,770",NYS,$2B (Micro),0.68
CRVS,Corvus Pharmaceuticals Inc,Healthcare,"1,513,430",NASDAQ,$507M (Micro),0.68
EVTV,Envirotech Vehicles Inc,Industrials,"40,901,540",NASDAQ,$2M (Micro),0.69
CVX,Chevron Corp,Energy,"12,093,870",NYS,$326B (Large),0.69
KMI,Kinder Morgan Inc,Energy,"11,546,130",NYS,$60B (Large),0.69
CNQ,Canadian Natural Resources Ltd,Energy,"10,065,120",NYS,$67B (Large),0.69
TU,Telus Corp,Communication Services,"5,073,660",NYS,$21B (Mid),0.69
BKD,Brookdale Senior Living Inc,Healthcare,"2,949,080",NYS,$3B (Small),0.69
GFI,Gold Fields Ltd,Materials,"2,139,670",NYS,$41B (Mid),0.69
GLPI,Gaming and Leisure Properties Inc,Real Estate,"2,130,970",NASDAQ,$13B (Mid),0.69
TEVA,Teva Pharmaceutical Industries Ltd,Healthcare,"8,830,530",NYS,$37B (Mid),0.7
D,Dominion Energy Inc,Utilities,"5,372,320",NYS,$50B (Large),0.7
OBDC,Blue Owl Capital Corp,Financials,"4,274,900",NYS,$6B (Small),0.7
MAT,Mattel Inc,Consumer Discretionary,"3,157,410",NASDAQ,$7B (Small),0.7
ADM,Archer-Daniels-Midland Co,Consumer Staples,"2,876,160",NYS,$30B (Mid),0.7
NOMD,Nomad Foods Ltd,Consumer Staples,"2,303,870",NYS,$2B (Micro),0.7
CF,CF Industries Holdings Inc,Materials,"2,066,860",NYS,$13B (Mid),0.7
RUM,Rumble Inc,Communication Services,"2,026,320",NASDAQ,$2B (Small),0.7
AKAM,Akamai Technologies Inc,Technology,"1,901,160",NASDAQ,$13B (Mid),0.7
CVBF,CVB Financial Corp,Financials,"1,377,450",NASDAQ,$3B (Small),0.7
LYB,LyondellBasell Industries NV,Materials,"5,313,780",NYS,$16B (Mid),0.71
PPL,PPL Corp,Utilities,"4,376,880",NYS,$26B (Mid),0.71
UDR,UDR Inc,Real Estate,"3,147,950",NYS,$12B (Mid),0.71
VIPS,Vipshop Holdings Ltd,Consumer Discretionary,"2,424,430",NYS,$9B (Mid),0.71
ABUS,Arbutus Biopharma Corp,Healthcare,"1,257,680",NASDAQ,$889M (Micro),0.71
VICI,VICI Properties Inc,Real Estate,"10,851,190",NYS,$30B (Mid),0.72
MDT,Medtronic PLC,Healthcare,"5,601,840",NYS,$125B (Large),0.72
HUN,Huntsman Corp,Materials,"4,079,070",NYS,$2B (Micro),0.72
FTI,TechnipFMC PLC,Energy,"2,896,560",NYS,$20B (Mid),0.72
HOLX,Hologic Inc,Healthcare,"1,973,300",NASDAQ,$17B (Mid),0.72
RES,RPC Inc,Energy,"1,689,400",NYS,$1B (Micro),0.72
FHB,First Hawaiian Inc,Financials,"1,246,420",NASDAQ,$3B (Small),0.72
EQT,EQT Corp,Energy,"8,454,240",NYS,$32B (Mid),0.73
SAN,Banco Santander SA,Financials,"3,188,030",NYS,$176B (Large),0.73
BILI,Bilibili Inc,Communication Services,"2,428,220",NASDAQ,$10B (Mid),0.73
BANC,Banc of California Inc,Financials,"1,692,410",NYS,$3B (Small),0.73
GEO,Geo Group Inc,Industrials,"1,465,630",NYS,$2B (Small),0.73
EA,Electronic Arts Inc,Communication Services,"1,421,580",NASDAQ,$51B (Large),0.73
REPL,Replimune Group Inc,Healthcare,"1,179,890",NASDAQ,$630M (Micro),0.73
NVCR,Novocure Ltd,Healthcare,"1,124,390",NASDAQ,$2B (Micro),0.73
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,"1,098,770",NASDAQ,$3B (Small),0.73
SLB,Slb NV,Energy,"18,112,090",NYS,$68B (Large),0.74
TSCO,Tractor Supply Co,Consumer Discretionary,"7,313,230",NASDAQ,$27B (Mid),0.74
KGC,Kinross Gold Corp,Materials,"6,959,340",NYS,$38B (Mid),0.74
NEE,Nextera Energy Inc,Utilities,"6,741,130",NYS,$166B (Large),0.74
APA,APA Corp (US),Energy,"4,899,980",NASDAQ,$9B (Mid),0.74
TJX,TJX Companies Inc,Consumer Discretionary,"4,133,210",NYS,$175B (Large),0.74
VKTX,Viking Therapeutics Inc,Healthcare,"3,144,370",NASDAQ,$4B (Small),0.74
DLTR,Dollar Tree Inc,Consumer Discretionary,"2,506,800",NASDAQ,$26B (Mid),0.74
SRE,Sempra,Utilities,"2,334,110",NYS,$58B (Large),0.74
MPC,Marathon Petroleum Corp,Energy,"2,220,840",NYS,$53B (Large),0.74
MMC,Marsh & McLennan Companies Inc,Financials,"1,902,670",NYS,$91B (Large),0.74
GBTG,Global Business Travel Group Inc,Consumer Discretionary,"1,268,730",NYS,$4B (Small),0.74
G,Genpact Ltd,Technology,"1,102,100",NYS,$8B (Mid),0.74
PR,Permian Resources Corp,Energy,"9,736,320",NYS,$12B (Mid),0.75
ABT,Abbott Laboratories,Healthcare,"5,020,330",NYS,$219B (Large),0.75
PANW,Palo Alto Networks Inc,Technology,"5,011,150",NASDAQ,$132B (Large),0.75
GTLB,GitLab Inc,Technology,"3,719,810",NASDAQ,$6B (Small),0.75
CTVA,Corteva Inc,Materials,"2,675,110",NYS,$46B (Large),0.75
SFM,Sprouts Farmers Market Inc,Consumer Staples,"2,355,670",NASDAQ,$8B (Small),0.75
TRP,TC Energy Corp,Energy,"2,110,240",NYS,$56B (Large),0.75
ORI,Old Republic International Corp,Financials,"1,468,550",NYS,$11B (Mid),0.75
LEG,Leggett & Platt Inc,Consumer Discretionary,"1,460,980",NYS,$2B (Micro),0.75
INSP,Inspire Medical Systems Inc,Healthcare,"1,118,300",NYS,$3B (Small),0.75
PTEN,Patterson-UTI Energy Inc,Energy,"11,198,820",NASDAQ,$3B (Small),0.76
IOVA,Iovance Biotherapeutics Inc,Healthcare,"10,962,680",NASDAQ,$973M (Micro),0.76
ELME,Elme Communities,Real Estate,"7,861,930",NYS,$260M (Micro),0.76
OMC,Omnicom Group Inc,Communication Services,"3,660,440",NYS,$25B (Mid),0.76
MET,MetLife Inc,Financials,"2,829,430",NYS,$52B (Large),0.76
EQR,Equity Residential,Real Estate,"2,157,920",NYS,$23B (Mid),0.76
AWK,American Water Works Co Inc,Utilities,"1,229,220",NYS,$25B (Mid),0.76
PFLT,PennantPark Floating Rate Capital Ltd,Financials,"1,199,140",NYS,$951M (Micro),0.76
ABAT,American Battery Technology Co,Materials,"6,709,520",NASDAQ,$624M (Micro),0.77
S,SentinelOne Inc,Technology,"6,137,260",NYS,$5B (Small),0.77
VLO,Valero Energy Corp,Energy,"4,554,820",NYS,$57B (Large),0.77
GPN,Global Payments Inc,Technology,"3,023,060",NYS,$19B (Mid),0.77
ROL,Rollins Inc,Industrials,"2,120,560",NYS,$29B (Mid),0.77
RELX,RELX PLC,Professionals Services,"1,968,570",NYS,$79B (Large),0.77
OKTA,Okta Inc,Technology,"1,951,070",NASDAQ,$16B (Mid),0.77
GNTX,Gentex Corp,Consumer Discretionary,"1,945,190",NASDAQ,$5B (Small),0.77
PUMP,ProPetro Holding Corp,Energy,"1,755,550",NYS,$978M (Micro),0.77
AMX,America Movil SAB de CV,Communication Services,"1,640,830",NYS,$61B (Large),0.77
LX,Lexinfintech Holdings Ltd,Financials,"1,573,850",NASDAQ,$506M (Micro),0.77
BG,Bunge Global SA,Consumer Staples,"1,537,430",NYS,$19B (Mid),0.77
ELS,Equity LifeStyle Properties Inc,Real Estate,"1,376,640",NYS,$12B (Mid),0.77
IEP,Icahn Enterprises LP,Financials,"1,329,860",NASDAQ,$5B (Small),0.77
CXM,Sprinklr Inc,Technology,"1,259,720",NYS,$2B (Micro),0.77
TAC,TransAlta Corp,Utilities,"1,058,870",NYS,$4B (Small),0.77
HAL,Halliburton Co,Energy,"14,561,880",NYS,$27B (Mid),0.78
DOW,Dow Inc,Materials,"9,824,110",NYS,$19B (Mid),0.78
VTRS,Viatris Inc,Healthcare,"8,010,780",NASDAQ,$15B (Mid),0.78
FISV,Fiserv Inc,Financials,"6,337,880",NASDAQ,$38B (Mid),0.78
OVV,Ovintiv Inc,Energy,"3,433,630",NYS,$10B (Mid),0.78
EC,Ecopetrol SA,Energy,"2,853,370",NYS,$22B (Mid),0.78
MUR,Murphy Oil Corp,Energy,"2,183,250",NYS,$5B (Small),0.78
AM,Antero Midstream Corp,Energy,"2,090,330",NYS,$8B (Mid),0.78
ES,Eversource Energy,Utilities,"1,801,730",NYS,$25B (Mid),0.78
CTRE,CareTrust REIT Inc,Real Estate,"1,554,560",NYS,$8B (Mid),0.78
MAA,Mid-America Apartment Communities Inc,Real Estate,"1,049,370",NYS,$16B (Mid),0.78
V,Visa Inc,Financials,"5,024,260",NYS,$669B (Large),0.79
VTR,Ventas Inc,Real Estate,"2,495,210",NYS,$35B (Mid),0.79
OI,O-I Glass Inc,Materials,"2,401,330",NYS,$2B (Small),0.79
BRO,Brown & Brown Inc,Financials,"2,387,210",NYS,$28B (Mid),0.79
DNOW,DNOW Inc,Industrials,"1,879,620",NYS,$3B (Small),0.79
SPRY,ARS Pharmaceuticals Inc,Healthcare,"1,871,550",NASDAQ,$1B (Micro),0.79
HUYA,HUYA Inc,Communication Services,"1,856,610",NYS,$775M (Micro),0.79
VRSK,Verisk Analytics Inc,Industrials,"1,161,340",NASDAQ,$31B (Mid),0.79
HOMB,Home BancShares Inc,Financials,"1,081,510",NYS,$6B (Small),0.79
CCOI,Cogent Communications Holdings Inc,Communication Services,"1,074,310",NASDAQ,$1B (Micro),0.79
HTGC,Hercules Capital Inc,Financials,"1,052,650",NYS,$3B (Small),0.79
CMCSA,Comcast Corp,Communication Services,"27,258,800",NASDAQ,$103B (Large),0.8
OKLO,Oklo Inc,Industrials,"13,796,920",NYS,$16B (Mid),0.8
O,Realty Income Corp,Real Estate,"6,239,740",NYS,$54B (Large),0.8
AMH,American Homes 4 Rent,Real Estate,"4,786,490",NYS,$12B (Mid),0.8
AEG,Aegon Ltd,Financials,"3,682,250",NYS,$12B (Mid),0.8
BOX,Box Inc,Technology,"2,020,040",NYS,$4B (Small),0.8
WTRG,Essential Utilities Inc,Utilities,"1,487,490",NYS,$11B (Mid),0.8
SBLK,Star Bulk Carriers Corp,Industrials,"1,363,100",NASDAQ,$2B (Small),0.8
NOK,Nokia Oyj,Technology,"25,716,270",NYS,$35B (Mid),0.81
BHP,BHP Group Ltd,Materials,"3,346,660",NYS,$157B (Large),0.81
ASB,Associated Banc-Corp,Financials,"2,141,410",NYS,$4B (Small),0.81
STIM,Neuronetics Inc,Healthcare,"1,559,170",NASDAQ,$142M (Micro),0.81
EBC,Eastern Bankshares Inc,Financials,"1,550,600",NASDAQ,$5B (Small),0.81
WPC,WP Carey Inc,Real Estate,"1,147,650",NYS,$15B (Mid),0.81
MTN,Vail Resorts Inc,Consumer Discretionary,"1,111,750",NYS,$5B (Small),0.81
SA,Seabridge Gold Inc,Materials,"1,088,500",NYS,$3B (Small),0.81
ABCL,Abcellera Biologics Inc,Healthcare,"4,727,720",NASDAQ,$1B (Micro),0.82
EIX,Edison International,Utilities,"3,079,020",NYS,$23B (Mid),0.82
MDU,MDU Resources Group Inc,Utilities,"2,227,120",NYS,$4B (Small),0.82
SNDL,SNDL Inc,Consumer Staples,"2,039,780",NASDAQ,$427M (Micro),0.82
SNAP,Snap Inc,Communication Services,"37,207,560",NYS,$14B (Mid),0.83
INVH,Invitation Homes Inc,Real Estate,"8,086,550",NYS,$16B (Mid),0.83
CSGP,CoStar Group Inc,Real Estate,"5,201,240",NASDAQ,$25B (Mid),0.83
BCRX,BioCryst Pharmaceuticals Inc,Healthcare,"3,586,320",NASDAQ,$2B (Micro),0.83
MNKD,MannKind Corp,Healthcare,"3,384,160",NASDAQ,$2B (Micro),0.83
NG,NovaGold Resources Inc,Materials,"2,167,380",NYS,$4B (Small),0.83
INCY,Incyte Corp,Healthcare,"2,137,150",NASDAQ,$21B (Mid),0.83
TVTX,Travere Therapeutics Inc,Healthcare,"2,025,040",NASDAQ,$3B (Small),0.83
MTG,MGIC Investment Corp,Financials,"1,517,440",NYS,$6B (Small),0.83
MFC,Manulife Financial Corp,Financials,"1,484,120",NYS,$63B (Large),0.83
CPT,Camden Property Trust,Real Estate,"1,277,060",NYS,$12B (Mid),0.83
TW,Tradeweb Markets Inc,Financials,"1,215,640",NASDAQ,$22B (Mid),0.83
DK,Delek US Holdings Inc,Energy,"1,089,370",NYS,$2B (Micro),0.83
PLTK,Playtika Holding Corp,Communication Services,"1,037,380",NASDAQ,$1B (Micro),0.83
DT,Dynatrace Inc,Technology,"2,956,890",NYS,$13B (Mid),0.84
MA,Mastercard Inc,Financials,"2,558,610",NYS,$517B (Large),0.84
ONB,Old National Bancorp,Financials,"2,436,890",NASDAQ,$9B (Mid),0.84
WELL,Welltower Inc,Real Estate,"2,391,190",NYS,$128B (Large),0.84
LIN,Linde PLC,Materials,"2,073,200",NASDAQ,$207B (Large),0.84
OPCH,Option Care Health Inc,Healthcare,"1,604,590",NASDAQ,$5B (Small),0.84
GORO,Gold Resource Corp,Materials,"1,602,430",NYS,$157M (Micro),0.84
RCUS,Arcus Biosciences Inc,Healthcare,"1,537,190",NYS,$3B (Small),0.84
ZION,Zions Bancorporation NA,Financials,"1,173,530",NASDAQ,$9B (Mid),0.84
NPWR,NET Power Inc,Industrials,"1,130,780",NYS,$618M (Micro),0.84
EVEX,Eve Holding Inc,Industrials,"1,077,640",NYS,$2B (Micro),0.84
DINO,HF Sinclair Corp,Energy,"2,464,470",NYS,$9B (Mid),0.85
APLE,Apple Hospitality REIT Inc,Real Estate,"2,040,400",NYS,$3B (Small),0.85
ING,ING Groep NV,Financials,"1,795,560",NYS,$83B (Large),0.85
ADP,Automatic Data Processing Inc,Industrials,"1,704,710",NASDAQ,$108B (Large),0.85
HLF,Herbalife Ltd,Consumer Staples,"1,688,870",NYS,$2B (Micro),0.85
BBVA,Banco Bilbao Vizcaya Argentaria SA,Financials,"1,472,140",NYS,$136B (Large),0.85
ZVIA,Zevia PBC,Consumer Staples,"1,377,840",NYS,$140M (Micro),0.85
NNN,NNN REIT Inc,Real Estate,"1,352,240",NYS,$8B (Mid),0.85
UGP,Ultrapar Participacoes SA,Energy,"1,169,210",NYS,$4B (Small),0.85
HOPE,Hope Bancorp Inc,Financials,"1,001,830",NASDAQ,$1B (Micro),0.85
CSCO,Cisco Systems Inc,Technology,"16,136,210",NASDAQ,$292B (Large),0.86
DUOL,Duolingo Inc,Consumer Discretionary,"1,354,610",NASDAQ,$8B (Mid),0.86
IHS,IHS Holding Ltd,Communication Services,"1,125,370",NYS,$3B (Small),0.86
GAU,Galiano Gold Inc,Materials,"2,314,530",NYS,$691M (Micro),0.87
RHI,Robert Half Inc,Industrials,"1,797,200",NYS,$3B (Small),0.87
FBP,First BanCorp,Financials,"1,027,890",NYS,$3B (Small),0.87
TRGP,Targa Resources Corp,Energy,"1,022,450",NYS,$38B (Mid),0.87
TFC,Truist Financial Corp,Financials,"6,648,680",NYS,$65B (Large),0.88
BKR,Baker Hughes Co,Energy,"6,554,900",NASDAQ,$49B (Large),0.88
TEAM,Atlassian Corp,Technology,"2,489,790",NASDAQ,$39B (Mid),0.88
CXAI,CXApp Inc,Technology,"1,843,940",NASDAQ,$11M (Micro),0.88
SYK,Stryker Corp,Healthcare,"1,633,980",NYS,$141B (Large),0.88
NTST,Netstreit Corp,Real Estate,"1,439,140",NYS,$1B (Micro),0.88
FULT,Fulton Financial Corp,Financials,"1,424,790",NASDAQ,$4B (Small),0.88
APD,Air Products and Chemicals Inc,Materials,"1,386,840",NYS,$59B (Large),0.88
CDP,COPT Defense Properties,Real Estate,"1,274,690",NYS,$3B (Small),0.88
KOS,Kosmos Energy Ltd,Energy,"20,379,930",NYS,$446M (Micro),0.89
FAST,Fastenal Co,Industrials,"6,673,480",NASDAQ,$48B (Large),0.89
PSEC,Prospect Capital Corp,Financials,"5,525,890",NASDAQ,$1B (Micro),0.89
CIG,Energy of Minas Gerais Co,Utilities,"3,649,490",NYS,$4B (Small),0.89
FRSH,Freshworks Inc,Technology,"3,010,260",NASDAQ,$3B (Small),0.89
FSK,FS KKR Capital Corp,Financials,"2,633,340",NYS,$4B (Small),0.89
ACHC,Acadia Healthcare Company Inc,Healthcare,"2,542,170",NASDAQ,$1B (Micro),0.89
PAYX,Paychex Inc,Industrials,"2,469,280",NASDAQ,$41B (Mid),0.89
NWG,NatWest Group PLC,Financials,"2,081,470",NYS,$69B (Large),0.89
TSEM,Tower Semiconductor Ltd,Technology,"1,381,020",NASDAQ,$13B (Mid),0.89
FWRG,First Watch Restaurant Group Inc,Consumer Discretionary,"1,266,950",NASDAQ,$950M (Micro),0.89
CELH,Celsius Holdings Inc,Consumer Staples,"4,307,370",NASDAQ,$14B (Mid),0.9
PSX,Phillips 66,Energy,"2,516,790",NYS,$57B (Large),0.9
OCUL,Ocular Therapeutix Inc,Healthcare,"2,432,810",NASDAQ,$2B (Small),0.9
ZM,Zoom Communications Inc,Technology,"2,272,180",NASDAQ,$25B (Mid),0.9
CHRW,CH Robinson Worldwide Inc,Industrials,"1,473,100",NASDAQ,$20B (Mid),0.9
GTN,Gray Media Inc,Communication Services,"1,000,860",NYS,$410M (Micro),0.9
LKQ,LKQ Corp,Consumer Discretionary,"2,753,690",NASDAQ,$9B (Mid),0.91
KRG,Kite Realty Group Trust,Real Estate,"2,012,560",NYS,$5B (Small),0.91
NNDM,Nano Dimension Ltd,Technology,"1,765,080",NASDAQ,$355M (Micro),0.91
GMAB,Genmab A/S,Healthcare,"1,637,160",NASDAQ,$21B (Mid),0.91
TTEK,Tetra Tech Inc,Industrials,"1,580,180",NASDAQ,$9B (Mid),0.91
WLK,Westlake Corp,Materials,"1,198,130",NYS,$11B (Mid),0.91
AGIO,Agios Pharmaceuticals Inc,Healthcare,"1,108,750",NASDAQ,$2B (Micro),0.91
RNW,Renew Energy Global PLC,Utilities,"1,107,960",NASDAQ,$2B (Micro),0.91
GRAB,Grab Holdings Ltd,Technology,"41,931,190",NASDAQ,$20B (Mid),0.92
PINS,Pinterest Inc,Communication Services,"10,819,340",NYS,$18B (Mid),0.92
COLD,Americold Realty Trust Inc,Real Estate,"6,115,200",NYS,$4B (Small),0.92
LYG,Lloyds Banking Group PLC,Financials,"5,157,260",NYS,$80B (Large),0.92
LVS,Las Vegas Sands Corp,Consumer Discretionary,"5,077,730",NYS,$40B (Mid),0.92
NRGV,Energy Vault Holdings Inc,Industrials,"3,113,690",NYS,$888M (Micro),0.92
DHR,Danaher Corp,Healthcare,"2,137,060",NYS,$168B (Large),0.92
FIS,Fidelity National Information Services Inc,Financials,"2,042,520",NYS,$35B (Mid),0.92
TS,Tenaris SA,Energy,"1,267,950",NYS,$20B (Mid),0.92
AROC,Archrock Inc,Energy,"1,173,200",NYS,$5B (Small),0.92
TIGO,Millicom International Cellular SA,Communication Services,"1,117,240",NASDAQ,$8B (Mid),0.92
TTWO,Take-Two Interactive Software Inc,Communication Services,"1,100,220",NASDAQ,$46B (Large),0.92
TKC,Turkcell Iletisim Hizmetleri AS,Communication Services,"1,052,460",NYS,$5B (Small),0.92
SCHW,Charles Schwab Corp,Financials,"6,465,480",NYS,$178B (Large),0.93
NWL,Newell Brands Inc,Consumer Discretionary,"5,968,460",NASDAQ,$2B (Micro),0.93
SIRI,Sirius XM Holdings Inc,Communication Services,"4,200,910",NASDAQ,$7B (Small),0.93
HMY,Harmony Gold Mining Company Ltd,Materials,"3,229,150",NYS,$13B (Mid),0.93
OKE,ONEOK Inc,Energy,"3,105,480",NYS,$46B (Large),0.93
AMT,American Tower Corp,Real Estate,"2,245,360",NYS,$79B (Large),0.93
PFGC,Performance Food Group Co,Consumer Staples,"1,875,290",NYS,$14B (Mid),0.93
RNA,Avidity Biosciences Inc,Healthcare,"1,840,090",NASDAQ,$11B (Mid),0.93
TMO,Thermo Fisher Scientific Inc,Healthcare,"1,784,750",NYS,$233B (Large),0.93
CIVI,Civitas Resources Inc,Energy,"1,234,130",NYS,$2B (Small),0.93
UTZ,UTZ Brands Inc,Consumer Staples,"1,204,440",NYS,$1B (Micro),0.93
GDDY,GoDaddy Inc,Technology,"1,127,670",NYS,$15B (Mid),0.93
FNB,FNB Corp,Financials,"4,366,190",NYS,$6B (Small),0.94
HON,Honeywell International Inc,Industrials,"3,445,290",NASDAQ,$132B (Large),0.94
EW,Edwards Lifesciences Corp,Healthcare,"2,752,680",NYS,$49B (Large),0.94
HR,Healthcare Realty Trust Inc,Real Estate,"2,470,830",NYS,$6B (Small),0.94
PRTS,Carparts.Com Inc,Consumer Discretionary,"1,475,160",NASDAQ,$36M (Micro),0.94
TRVI,Trevi Therapeutics Inc,Healthcare,"1,445,080",NASDAQ,$1B (Micro),0.94
OZK,Bank Ozk,Financials,"1,072,950",NASDAQ,$5B (Small),0.94
ESTC,Elastic NV,Technology,"1,056,510",NYS,$8B (Mid),0.94
CFLT,Confluent Inc,Technology,"10,098,720",NASDAQ,$11B (Mid),0.95
AVTR,Avantor Inc,Healthcare,"8,446,900",NYS,$8B (Mid),0.95
SBUX,Starbucks Corp,Consumer Discretionary,"7,809,310",NASDAQ,$101B (Large),0.95
COTY,Coty Inc,Consumer Staples,"6,802,230",NYS,$3B (Small),0.95
NOV,Nov Inc,Energy,"3,607,430",NYS,$6B (Small),0.95
FYBR,Frontier Communications Parent Inc,Communication Services,"3,372,730",NASDAQ,$10B (Mid),0.95
CTSH,Cognizant Technology Solutions Corp,Technology,"3,182,800",NASDAQ,$41B (Mid),0.95
ASAN,Asana Inc,Technology,"2,826,330",NYS,$3B (Small),0.95
DB,Deutsche Bank AG,Financials,"2,039,700",NYS,$73B (Large),0.95
EFC,Ellington Financial Inc,Financials,"1,946,550",NYS,$1B (Micro),0.95
CTAS,Cintas Corp,Industrials,"1,279,640",NASDAQ,$77B (Large),0.95
RXRX,Recursion Pharmaceuticals Inc,Healthcare,"19,646,560",NASDAQ,$2B (Small),0.96
ERIC,Telefonaktiebolaget LM Ericsson,Technology,"8,834,480",NASDAQ,$29B (Mid),0.96
INFY,Infosys Ltd,Technology,"8,278,300",NYS,$72B (Large),0.96
BCS,Barclays PLC,Financials,"5,097,980",NYS,$90B (Large),0.96
ZTS,Zoetis Inc,Healthcare,"3,914,290",NYS,$56B (Large),0.96
VIAV,Viavi Solutions Inc,Technology,"3,013,580",NASDAQ,$4B (Small),0.96
CADE,Cadence Bank,Financials,"1,765,560",NYS,$8B (Mid),0.96
MGY,Magnolia Oil & Gas Corp,Energy,"1,648,760",NYS,$4B (Small),0.96
VRDN,Viridian Therapeutics Inc,Healthcare,"1,403,970",NASDAQ,$3B (Small),0.96
PGNY,Progyny Inc,Healthcare,"1,192,220",NASDAQ,$2B (Small),0.96
XENE,Xenon Pharmaceuticals Inc,Healthcare,"1,121,980",NASDAQ,$3B (Small),0.96
REG,Regency Centers Corp,Real Estate,"1,060,870",NASDAQ,$13B (Mid),0.96
NOW,ServiceNow Inc,Technology,"7,462,170",NYS,$148B (Large),0.97
DX,Dynex Capital Inc,Financials,"6,429,410",NYS,$2B (Micro),0.97
DVAX,Dynavax Technologies Corp,Healthcare,"5,329,310",NASDAQ,$2B (Micro),0.97
SVM,Silvercorp Metals Inc,Materials,"5,156,380",NYS,$2B (Micro),0.97
LOW,Lowe's Companies Inc,Consumer Discretionary,"2,344,700",NYS,$150B (Large),0.97
MIR,Mirion Technologies Inc,Technology,"2,255,680",NYS,$7B (Small),0.97
MODG,Topgolf Callaway Brands Corp,Consumer Discretionary,"2,251,880",NYS,$3B (Small),0.97
HALO,Halozyme Therapeutics Inc,Healthcare,"2,009,210",NASDAQ,$9B (Mid),0.97
OSS,One Stop Systems Inc,Technology,"1,955,560",NASDAQ,$198M (Micro),0.97
XIFR,XPLR Infrastructure LP,Energy,"1,747,790",NYS,$990M (Micro),0.97
PRU,Prudential Financial Inc,Financials,"1,300,230",NYS,$41B (Large),0.97
SXC,SunCoke Energy Inc,Materials,"1,016,200",NYS,$674M (Micro),0.97
HBAN,Huntington Bancshares Inc,Financials,"18,962,320",NASDAQ,$29B (Mid),0.98
AES,AES Corp,Utilities,"6,687,010",NYS,$10B (Mid),0.98
MOS,Mosaic Co,Materials,"6,186,640",NYS,$8B (Mid),0.98
SONY,Sony Group Corp,Consumer Discretionary,"3,729,500",NYS,$149B (Large),0.98
TSHA,Taysha Gene Therapies Inc,Healthcare,"2,475,600",NASDAQ,$1B (Micro),0.98
CCI,Crown Castle Inc,Real Estate,"2,311,890",NYS,$36B (Mid),0.98
DV,DoubleVerify Holdings Inc,Technology,"2,179,530",NYS,$2B (Micro),0.98
IE,Ivanhoe Electric Inc,Materials,"1,685,130",NYS,$2B (Small),0.98
NN,NextNav Inc,Technology,"1,059,240",NASDAQ,$2B (Micro),0.98
CMG,Chipotle Mexican Grill Inc,Consumer Discretionary,"13,727,730",NYS,$53B (Large),0.99
ADT,ADT Inc,Industrials,"4,257,390",NYS,$7B (Small),0.99
ORGN,Origin Materials Inc,Materials,"2,948,120",NASDAQ,$35M (Micro),0.99
NWSA,News Corp,Communication Services,"2,940,670",NASDAQ,$10B (Mid),0.99
LPTH,LightPath Technologies Inc,Technology,"2,761,210",NASDAQ,$657M (Micro),0.99
GROY,Gold Royalty Corp,Materials,"2,371,210",NYS,$987M (Micro),0.99
UNP,Union Pacific Corp,Industrials,"2,277,660",NYS,$136B (Large),0.99
PNC,PNC Financial Services Group Inc,Financials,"2,030,120",NYS,$85B (Large),0.99
CNM,Core & Main Inc,Industrials,"1,698,860",NYS,$11B (Mid),0.99
TXT,Textron Inc,Industrials,"1,606,550",NYS,$17B (Mid),0.99
LXRX,Lexicon Pharmaceuticals Inc,Healthcare,"1,442,130",NASDAQ,$425M (Micro),0.99
RPTX,Repare Therapeutics Inc,Healthcare,"1,069,100",NASDAQ,$109M (Micro),0.99
ECL,Ecolab Inc,Materials,"1,064,540",NYS,$77B (Large),0.99
PRCT,Procept Biorobotics Corp,Healthcare,"1,028,380",NASDAQ,$2B (Micro),0.99
NFE,New Fortress Energy Inc,Energy,"9,033,580",NASDAQ,$336M (Micro),1
FITB,Fifth Third Bancorp,Financials,"6,227,640",NASDAQ,$33B (Mid),1
TXN,Texas Instruments Inc,Technology,"6,201,110",NASDAQ,$173B (Large),1
ROST,Ross Stores Inc,Consumer Discretionary,"2,022,220",NASDAQ,$62B (Large),1
